Paper index,Study index,Result index,Who reviewed ,Reference,DOI,Independent Variable,Parcellation,Whole brain?,Relevant Region A,MNI-Coord. A,AAL3 Region A,Relevant Region B,MNI-Coord. B,AAL3 Region B,Dependent Variables,Effect of AUD,Effect direction,Effect Score,Significance,Sample Size,Sample Characteristics,Notes,Length of Resting State Scan [min],TR [ms],Category,Resolution
17,17.1,1300,MB,"Herman et al., 2019",10.1111/ejn.14108,within network connectivity (dual regression),ICA,1,R supramarginal gyrus,62 -42 24,SupraMarginal_R,ventral attention network,,Insula_L,binge drinking score,negative correlation between coupling of supramarginal gyrus with VAN and binge drinking score,-1,,p<0.05,"35 (females: 70%, age: 23.40±5.01)",BIS total score: 65.30±11.39; binge score: 21.85±19.95,age: 18-40,07.00,2520,1.1,N
17,17.1,1301,MB,"Herman et al., 2019",10.1111/ejn.14108,within network connectivity (dual regression),ICA,1,R supramarginal gyrus,62 -42 24,SupraMarginal_R,ventral attention network,,Frontal_Inf_Oper_R,binge drinking score,negative correlation between coupling of supramarginal gyrus with VAN and binge drinking score,-1,,p<0.05,"36 (females: 70%, age: 23.40±5.01)",BIS total score: 65.30±11.39; binge score: 21.85±19.95,age: 18-40,07.00,2520,1.1,N
17,17.1,1302,MB,"Herman et al., 2019",10.1111/ejn.14108,within network connectivity (dual regression),ICA,1,R supramarginal gyrus,62 -42 24,SupraMarginal_R,ventral attention network,,Precuneus_R,binge drinking score,negative correlation between coupling of supramarginal gyrus with VAN and binge drinking score,-1,,p<0.05,"37 (females: 70%, age: 23.40±5.01)",BIS total score: 65.30±11.39; binge score: 21.85±19.95,age: 18-40,07.00,2520,1.1,N
17,17.1,1303,MB,"Herman et al., 2019",10.1111/ejn.14108,within network connectivity (dual regression),ICA,1,R supramarginal gyrus,62 -42 24,SupraMarginal_R,ventral attention network,,Temporal_Mid_R,binge drinking score,negative correlation between coupling of supramarginal gyrus with VAN and binge drinking score,-1,,p<0.05,"38 (females: 70%, age: 23.40±5.01)",BIS total score: 65.30±11.39; binge score: 21.85±19.95,age: 18-40,07.00,2520,1.1,N
17,17.1,1304,MB,"Herman et al., 2019",10.1111/ejn.14108,within network connectivity (dual regression),ICA,1,R supramarginal gyrus,62 -42 24,SupraMarginal_R,ventral attention network,,Angular_R,binge drinking score,negative correlation between coupling of supramarginal gyrus with VAN and binge drinking score,-1,,p<0.05,"39 (females: 70%, age: 23.40±5.01)",BIS total score: 65.30±11.39; binge score: 21.85±19.95,age: 18-40,07.00,2520,1.1,N
17,17.1,1305,MB,"Herman et al., 2019",10.1111/ejn.14108,within network connectivity (dual regression),ICA,1,R supramarginal gyrus,62 -42 24,SupraMarginal_R,ventral attention network,,Frontal_Inf_Tri_R,binge drinking score,negative correlation between coupling of supramarginal gyrus with VAN and binge drinking score,-1,,p<0.05,"40 (females: 70%, age: 23.40±5.01)",BIS total score: 65.30±11.39; binge score: 21.85±19.95,age: 18-40,07.00,2520,1.1,N
17,17.1,1306,MB,"Herman et al., 2019",10.1111/ejn.14108,within network connectivity (dual regression),ICA,1,R supramarginal gyrus,62 -42 24,SupraMarginal_R,ventral attention network,,Insula_R,binge drinking score,negative correlation between coupling of supramarginal gyrus with VAN and binge drinking score,-1,,p<0.05,"41 (females: 70%, age: 23.40±5.01)",BIS total score: 65.30±11.39; binge score: 21.85±19.95,age: 18-40,07.00,2520,1.1,N
18,18.1,1307,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_L,orbitofrontal cortex,-,OFCmed_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1308,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_L,orbitofrontal cortex,-,OFCmed_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1309,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_L,orbitofrontal cortex,-,OFCmed_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1310,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_L,orbitofrontal cortex,-,OFCmed_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1311,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_L,orbitofrontal cortex,-,OFCmed_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1312,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_L,orbitofrontal cortex,-,OFCmed_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1313,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_L,orbitofrontal cortex,-,OFCant_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1314,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_L,orbitofrontal cortex,-,OFCant_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1315,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_L,orbitofrontal cortex,-,OFCant_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1316,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_L,orbitofrontal cortex,-,OFCant_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1317,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_L,orbitofrontal cortex,-,OFCant_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1318,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_L,orbitofrontal cortex,-,OFCant_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1319,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_L,orbitofrontal cortex,-,OFCpost_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1320,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_L,orbitofrontal cortex,-,OFCpost_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1321,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_L,orbitofrontal cortex,-,OFCpost_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1322,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_L,orbitofrontal cortex,-,OFCpost_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1323,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_L,orbitofrontal cortex,-,OFCpost_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1324,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_L,orbitofrontal cortex,-,OFCpost_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1325,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_R,orbitofrontal cortex,-,OFCmed_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1326,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_R,orbitofrontal cortex,-,OFCmed_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1327,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_R,orbitofrontal cortex,-,OFCmed_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1328,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_R,orbitofrontal cortex,-,OFCmed_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1329,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_R,orbitofrontal cortex,-,OFCmed_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1330,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_R,orbitofrontal cortex,-,OFCmed_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1331,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_R,orbitofrontal cortex,-,OFCant_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1332,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_R,orbitofrontal cortex,-,OFCant_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1333,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_R,orbitofrontal cortex,-,OFCant_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1334,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_R,orbitofrontal cortex,-,OFCant_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1335,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_R,orbitofrontal cortex,-,OFCant_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1336,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_R,orbitofrontal cortex,-,OFCant_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1337,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_R,orbitofrontal cortex,-,OFCpost_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1338,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_R,orbitofrontal cortex,-,OFCpost_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1339,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_R,orbitofrontal cortex,-,OFCpost_L,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1340,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sub_R,orbitofrontal cortex,-,OFCpost_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1341,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_pre_R,orbitofrontal cortex,-,OFCpost_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1342,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,anterior cingulate cortex,-,ACC_sup_R,orbitofrontal cortex,-,OFCpost_R,group comparison,AUD < HC,-1,,FDR q=0.0175,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
18,18.1,1343,MM,"Honnorath et al., 2022",10.1016/j.bpsc.2020.11.012,FC matrix (17x17 FC matrix),SRI24 atlas (111 ROIs) grouped into 17 networks,1,sensorimotor area,-,Precentral_L,orbitofrontal cortex,-,OFCmed_L,group comparison,AUD < HC,-1,,q=0.0689,"AUD: 107 (females: 33.64%, age: 51.95±8.39) , HIV: 47 (females: 34.04%, age: 57.05±9.9) , AUD+HIV: 38 (females: 36.84%, age: 56.4±5.66) , HC: 100 (females: 48.00%, age: 55.5±14.54)","AUD following DSM-IV-R, HIV: Karnofsky score > 70",33 participants had TR 2000 ms,< 5.00,2200,1.1,N
